PPepDB-ID	Peptide Name	Plant Source	Peptide Family	Peptide Activity	Sequence Length	Molecular Weight	Validation	PMID/DOI
PPepDB_840	Osmotin-like protein	Benincasa hispida	Thaumatin	Antimicrobial	248	26689.56	Predicted	--NA--
PPepDB_841	Cyclotide chassatide C2	Chassalia chartacea	Cyclotide	Antimicrobial	77	8502.13	Experimental evidence at protein level	22467870
PPepDB_842	Cyclotide chassatide C17	Chassalia chartacea	Cyclotide	Antimicrobial	75	8243.84	Experimental evidence at transcript level	22467870
PPepDB_843	Cyclotide chassatide C18	Chassalia chartacea	Cyclotide	Antimicrobial	78	8464.88	Experimental evidence at transcript level	22467870
PPepDB_844	Cyclotide chassatide C4	Chassalia chartacea	Cyclotide	Antimicrobial	78	8316.71	Experimental evidence at protein level	22467870
PPepDB_845	Cyclotide chassatide C13	Chassalia chartacea	Cyclotide	Antimicrobial	77	8581.2	Experimental evidence at protein level	22467870
PPepDB_846	Cyclotide chassatide C14	Chassalia chartacea	Cyclotide	Antimicrobial	77	8498.1	Experimental evidence at transcript level	22467870
PPepDB_847	Cyclotide chassatide C16	Chassalia chartacea	Cyclotide	Antimicrobial	77	8496.13	Experimental evidence at transcript level	22467870
PPepDB_848	Cyclotide chassatide C15	Chassalia chartacea	Cyclotide	Antimicrobial	77	8524.23	Experimental evidence at transcript level	22467870
PPepDB_849	Kalata B6 and kalata B3 protein (Fragment)	Oldenlandia affinis	Cyclotide	Antimicrobial	155	16430.19	Protein inferred from homology	--NA--
PPepDB_850	Kalata B7 protein (Fragment)	Oldenlandia affinis	Cyclotide	Antimicrobial	107	11602.82	Protein inferred from homology	--NA--
PPepDB_851	Kalata B2 protein	Oldenlandia affinis	Cyclotide	Antimicrobial	210	22449.27	Protein inferred from homology	--NA--
PPepDB_852	Kalata B1 protein (Fragment)	Oldenlandia affinis	Cyclotide	Antimicrobial	121	13015.36	Protein inferred from homology	--NA--
PPepDB_853	At1g75030 (Thaumatin-like protein)	Arabidopsis thaliana	Thaumatin	Antimicrobial	246	25442.55	Experimental evidence at transcript level	--NA--
PPepDB_854	Thaumatin-like protein	Arabidopsis thaliana	Thaumatin	Antimicrobial	245	25371.47	Experimental evidence at transcript level	9290646
PPepDB_855	thaumatin-like protein	Setaria italica	Thaumatin	Antimicrobial	255	26446.15	Predicted	--NA--
PPepDB_856	Putative uncharacterized protein	Vitis vinifera	Thaumatin	Antimicrobial	255	26950.37	Predicted	--NA--
PPepDB_857	Putative thaumatin	Arabidopsis thaliana	Thaumatin	Antimicrobial	249	27017.69	Experimental evidence at transcript level	--NA--
PPepDB_858	At2g28790 (Pathogenesis-related thaumatin-like protein)	Arabidopsis thaliana	Thaumatin	Antimicrobial	249	27017.69	Experimental evidence at transcript level	--NA--
PPepDB_859	Putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	255	26743.56	Predicted	--NA--
PPepDB_860	thaumatin-like protein 1-like isoform X2	Glycine max	Thaumatin	Antimicrobial	245	25768.81	Predicted	--NA--
PPepDB_861	thaumatin-like protein 1-like isoform X1	Glycine max	Thaumatin	Antimicrobial	255	26730.83	Predicted	--NA--
PPepDB_862	thaumatin-like protein 1-like	Glycine max	Thaumatin	Antimicrobial	255	26576.62	Predicted	--NA--
PPepDB_863	pathogenesis-related protein 5-like	Glycine max	Thaumatin	Antimicrobial	255	27517.18	Predicted	--NA--
PPepDB_864	pathogenesis-related protein 5-like	Glycine max	Thaumatin	Antimicrobial	255	27566.21	Predicted	--NA--
PPepDB_865	Pathogenesis-related thaumatin family protein	Medicago truncatula	Thaumatin	Antimicrobial	255	27675.41	Predicted	--NA--
PPepDB_866	pathogenesis-related protein 5-like	Glycine max	Thaumatin	Antimicrobial	251	25557.63	Predicted	--NA--
PPepDB_867	pathogenesis-related protein 5-like	Glycine max	Thaumatin	Antimicrobial	250	25406.47	Predicted	--NA--
PPepDB_868	pathogenesis-related protein 5-like	Glycine max	Thaumatin	Antimicrobial	246	25191.26	Predicted	--NA--
PPepDB_869	pathogenesis-related protein 5-like	Glycine max	Thaumatin	Antimicrobial	248	25309.25	Predicted	--NA--
PPepDB_870	thaumatin-like protein-like	Glycine max	Thaumatin	Antimicrobial	236	25154.63	Predicted	--NA--
PPepDB_871	Pathogenesis-related thaumatin family protein	Medicago truncatula	Thaumatin	Antimicrobial	255	26959.16	Predicted	--NA--
PPepDB_872	At1g75800/T4O12_2 (Pathogenesis-related thaumatin-like protein)	Arabidopsis thaliana	Thaumatin	Antimicrobial	255	26962.4	Experimental evidence at transcript level	--NA--
PPepDB_873	Thaumatin-like protein	Arabidopsis thaliana	Thaumatin	Antimicrobial	253	26743.14	Predicted	--NA--
PPepDB_874	Pathogenesis-related protein	Lepidium latifolium	Thaumatin	Antimicrobial	255	26868.28	Experimental evidence at transcript level	--NA--
PPepDB_875	pathogenesis-related protein 5-like	Cicer arietinum	Thaumatin	Antimicrobial	250	25460.14	Predicted	--NA--
PPepDB_876	Pathogenesis-related thaumatin-like protein	Arabidopsis thaliana	Thaumatin	Antimicrobial	255	26871.19	Predicted	--NA--
PPepDB_877	Pathogenesis-related thaumatin family protein	Brassica campestris	Thaumatin	Antimicrobial	255	26801.19	Experimental evidence at transcript level	--NA--
PPepDB_878	pathogenesis-related protein 5-like	Citrus sinensis	Thaumatin	Antimicrobial	236	25112.45	Predicted	--NA--
PPepDB_879	Uncharacterized protein	Brachypodium distachyon	Thaumatin	Antimicrobial	255	25672.82	Predicted	--NA--
PPepDB_880	thaumatin-like protein 1-like	Setaria italica	Thaumatin	Antimicrobial	255	26242.32	Predicted	--NA--
PPepDB_881	Thaumatin-like protein 1a	Zea mays	Thaumatin	Antimicrobial	255	25579.29	Experimental evidence at transcript level	--NA--
PPepDB_882	TPA: putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	255	25662	Predicted	--NA--
PPepDB_883	Thaumatin-like protein 1	Prunus persica	Thaumatin	Antimicrobial	249	25707.78	Experimental evidence at transcript level	--NA--
PPepDB_884	Putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	255	25728.72	Predicted	--NA--
PPepDB_885	Putative thaumatin-like protein	Oryza sativa subsp. Japonica	Thaumatin	Antimicrobial	255	25409.49	Predicted	--NA--
PPepDB_886	thaumatin-like protein-like	Glycine max	Thaumatin	Antimicrobial	253	27204.38	Predicted	--NA--
PPepDB_887	Thaumatin-like protein 1	Malus domestica	Thaumatin	Antimicrobial	247	25916.2	Predicted	--NA--
PPepDB_888	thaumatin-like protein-like	Setaria italica	Thaumatin	Antimicrobial	254	25811.41	Predicted	--NA--
PPepDB_889	thaumatin-like protein 1-like	Cucumis sativus	Thaumatin	Antimicrobial	241	26083.65	Predicted	--NA--
PPepDB_890	Pathogenesis-related protein 5	Arabidopsis thaliana	Thaumatin	Antimicrobial	239	25252.31	Experimental evidence at protein level	1392589
PPepDB_891	Osmotin	Petunia hybrida	Thaumatin	Antimicrobial	246	26402.95	Experimental evidence at transcript level	--NA--
PPepDB_892	thaumatin-like protein-like	Glycine max	Thaumatin	Antimicrobial	255	27093.38	Predicted	--NA--
PPepDB_893	DEF1 protein	Nicotiana tabacum	--NA--	Antimicrobial	78	8637.09	Experimental evidence at transcript level	--NA--
PPepDB_894	Zeamatin, putative	Ricinus communis	Thaumatin	Antimicrobial	234	25447.21	Predicted	--NA--
PPepDB_895	Thaumatin-like protein; 23251-22305	Arabidopsis thaliana	Thaumatin	Antimicrobial	255	26373.71	Predicted	--NA--
PPepDB_896	Pathogenesis-related thaumatin-like protein protein	Arabidopsis thaliana	Thaumatin	Antimicrobial	246	25439.46	Experimental evidence at transcript level	--NA--
PPepDB_897	Thaumatin-like protein 3 (Fragment)	Prunus persica	Thaumatin	Antimicrobial	255	26457.86	Experimental evidence at transcript level	--NA--
PPepDB_898	Putative uncharacterized protein	Vitis vinifera	Thaumatin	Antimicrobial	255	26198.31	Predicted	--NA--
PPepDB_899	protein P21-like	Brachypodium distachyon	Thaumatin	Antimicrobial	226	23221.4	Predicted	--NA--
PPepDB_900	alpha-amylase/trypsin inhibitor	Setaria italica	Thaumatin	Antimicrobial	231	24199.4	Predicted	--NA--
PPepDB_901	thaumatin-like pathogenesis-related protein 1	Setaria italica	Thaumatin	Antimicrobial	173	17591.55	Predicted	--NA--
PPepDB_902	Leaf specific thionin	Hordeum vulgare	Thionin	Antimicrobial	137	14667.07	Predicted	--NA--
PPepDB_903	Leaf-specific thionin DB4	Hordeum vulgare	Thionin	Antimicrobial	137	14711.08	Experimental evidence at transcript level	--NA--
PPepDB_904	Thionin	Hordeum vulgare	Thionin	Antimicrobial	137	14730.12	Predicted	--NA--
PPepDB_905	thaumatin-like protein 1a-like	Glycine max	Thaumatin	Antimicrobial	255	27123.05	Predicted	--NA--
PPepDB_906	Pathogenesis-related thaumatin superfamily protein	Theobroma cacao	Thaumatin	Antimicrobial	255	26935.27	Predicted	--NA--
PPepDB_907	thaumatin-like protein 1-like	Solanum tuberosum	Thaumatin	Antimicrobial	255	26808.37	Predicted	--NA--
PPepDB_908	Protein P21, putative	Ricinus communis	Thaumatin	Antimicrobial	255	27355.6	Predicted	--NA--
PPepDB_909	thaumatin-like protein 1b	Solanum lycopersicum	Thaumatin	Antimicrobial	255	26771.36	Predicted	--NA--
PPepDB_910	Putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	255	25453.29	Predicted	--NA--
PPepDB_911	Thaumatin-like protein	Cryptomeria japonica	Thaumatin	Antimicrobial	248	26512.8	Experimental evidence at transcript level	--NA--
PPepDB_912	Thaumatin-like protein L3	Pinus monticola	Thaumatin	Antimicrobial	234	24808.91	Experimental evidence at transcript level	19997927
PPepDB_913	Thaumatin-like protein	Cryptomeria japonica	Thaumatin	Antimicrobial	233	24904.2	Experimental evidence at transcript level	--NA--
PPepDB_914	Thaumatin-like protein 1	Zea mays	Thaumatin	Antimicrobial	255	24869.89	Experimental evidence at transcript level	--NA--
PPepDB_915	Thaumatin-like protein 1	Zea mays	Thaumatin	Antimicrobial	255	24897.89	Experimental evidence at transcript level	--NA--
PPepDB_916	Pathogenesis-related thaumatin superfamily protein	Theobroma cacao	Thaumatin	Antimicrobial	255	26716.85	Predicted	--NA--
PPepDB_917	Zeamatin, putative	Ricinus communis	Thaumatin	Antimicrobial	255	26510.53	Predicted	--NA--
PPepDB_918	Putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	255	26124.66	Predicted	--NA--
PPepDB_919	thaumatin-like protein 1b	Setaria italica	Thaumatin	Antimicrobial	255	25418.56	Predicted	--NA--
PPepDB_920	osmotin-like protein-like	Fragaria vesca	Thaumatin	Antimicrobial	248	26625.5	Predicted	--NA--
PPepDB_921	osmotin-like protein-like	Glycine max	Thaumatin	Antimicrobial	248	26375.05	Predicted	--NA--
PPepDB_922	osmotin-like protein-like	Glycine max	Thaumatin	Antimicrobial	248	26259.94	Predicted	--NA--
PPepDB_923	thaumatin-like protein 1b	Brachypodium distachyon	Thaumatin	Antimicrobial	255	25397.63	Predicted	--NA--
PPepDB_924	thaumatin-like protein 1b	Setaria italica	Thaumatin	Antimicrobial	255	25685.66	Predicted	--NA--
PPepDB_925	Osmotin-like protein	Oryza sativa subsp. Indica	Thaumatin	Antimicrobial	247	26198.89	Predicted	--NA--
PPepDB_926	Thaumatin-like protein	Oryza sativa subsp. Japonica	Thaumatin	Antimicrobial	179	18122.33	Experimental evidence at transcript level	--NA--
PPepDB_927	thaumatin-like protein 1a-like	Cucumis sativus	Thaumatin	Antimicrobial	255	26588.85	Predicted	--NA--
PPepDB_928	pathogenesis-related protein 5-like	Solanum tuberosum	Thaumatin	Antimicrobial	247	25548.53	Predicted	--NA--
PPepDB_929	Thaumatin-like protein	Arabidopsis thaliana	Thaumatin	Antimicrobial	244	25977.8	Predicted	--NA--
PPepDB_930	Thaumatin-like protein	Arabidopsis thaliana	Thaumatin	Antimicrobial	243	25906.72	Experimental evidence at transcript level	--NA--
PPepDB_931	Thaumatin-like protein	Cucumis melo	Thaumatin	Antimicrobial	255	26511.56	Predicted	--NA--
PPepDB_932	Zeamatin, putative	Ricinus communis	Thaumatin	Antimicrobial	255	26588.48	Predicted	--NA--
PPepDB_933	TPA: putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	245	25335.31	Predicted	--NA--
PPepDB_934	TPA: putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	255	26288.42	Predicted	--NA--
PPepDB_935	Thaumatin-like protein TLP8	Hordeum vulgare	Thaumatin	Antimicrobial	233	24316.57	Experimental evidence at transcript level	--NA--
PPepDB_936	Pathogenesis-related thaumatin superfamily protein isoform 3 (Fragment)	Theobroma cacao	Thaumatin	Antimicrobial	228	23238.13	Predicted	--NA--
PPepDB_937	Pathogenesis-related thaumatin superfamily protein isoform 2	Theobroma cacao	Thaumatin	Antimicrobial	255	25965.29	Predicted	--NA--
PPepDB_938	Pathogenesis-related thaumatin superfamily protein isoform 1	Theobroma cacao	Thaumatin	Antimicrobial	255	26203.45	Predicted	--NA--
PPepDB_939	Cyclotide cter A	Clitoria ternatea	Cyclotide	Antimicrobial	124	13662.03	Experimental evidence at protein level	21596752
PPepDB_940	Cyclotide cliotide T12	Clitoria ternatea	Cyclotide	Antimicrobial	123	13520.73	Experimental evidence at protein level	21596752
PPepDB_941	Thaumatin-like protein	Cryptomeria japonica	Thaumatin	Antimicrobial	240	24652.56	Experimental evidence at transcript level	--NA--
PPepDB_942	thaumatin-like protein 1b	Setaria italica	Thaumatin	Antimicrobial	255	26003.89	Predicted	--NA--
PPepDB_943	thaumatin-like protein-like	Cicer arietinum	Thaumatin	Antimicrobial	251	26917.02	Predicted	--NA--
PPepDB_944	pathogenesis-related protein 5-like	Cicer arietinum	Thaumatin	Antimicrobial	251	25944.13	Predicted	--NA--
PPepDB_945	leaf-specific thionin DB4-like	Brachypodium distachyon	Thionin	Antimicrobial	138	14521.86	Predicted	--NA--
PPepDB_946	probable leaf thionin	Brachypodium distachyon	Thionin	Antimicrobial	135	14212.31	Predicted	--NA--
PPepDB_947	thionin BTH7-like	Brachypodium distachyon	Thionin	Antimicrobial	135	14204.28	Predicted	--NA--
PPepDB_948	Uncharacterized protein	Brachypodium distachyon	Thionin	Antimicrobial	135	14387.58	Predicted	--NA--
PPepDB_949	thionin BTH7-like	Brachypodium distachyon	Thionin	Antimicrobial	135	14370.42	Predicted	--NA--
PPepDB_950	Putative thaumatin-like protein mRNA	Oryza sativa subsp. Japonica	Thaumatin	Antimicrobial	180	18515.76	Experimental evidence at transcript level	--NA--
PPepDB_951	thaumatin-like protein-like	Oryza brachyantha	Thaumatin	Antimicrobial	178	17926	Predicted	--NA--
PPepDB_952	thaumatin-like protein	Setaria italica	Thaumatin	Antimicrobial	183	18535.06	Predicted	--NA--
PPepDB_953	Thaumatin-like protein	Oryza sativa subsp. Japonica	Thaumatin	Antimicrobial	177	17992.11	Experimental evidence at protein level	--NA--
PPepDB_954	osmotin-like protein	Setaria italica	Thaumatin	Antimicrobial	249	26220.9	Predicted	--NA--
PPepDB_955	Osmotin-like protein	Zea mays	Thaumatin	Antimicrobial	248	26245.91	Experimental evidence at transcript level	--NA--
PPepDB_956	Osmotin-like protein	Theobroma cacao	Thaumatin	Antimicrobial	253	27048.9	Predicted	--NA--
PPepDB_957	thaumatin-like protein 1b	Setaria italica	Thaumatin	Antimicrobial	255	25656.73	Predicted	--NA--
PPepDB_958	thaumatin-like protein 1-like	Oryza brachyantha	Thaumatin	Antimicrobial	255	26740.77	Predicted	--NA--
PPepDB_959	TPA: putative thaumatin domain family protein	Zea mays	Thaumatin	Antimicrobial	255	26622.39	Predicted	--NA--
PPepDB_960	Putative thaumatin domain family protein isoform 1	Zea mays	Thaumatin	Antimicrobial	255	26603.61	Predicted	--NA--
PPepDB_961	thaumatin-like protein-like	Citrus sinensis	Thaumatin	Antimicrobial	255	27368.22	Predicted	--NA--
PPepDB_962	Pathogenesis-related 5	Brassica rapa subsp. Chinensis	Thaumatin	Antimicrobial	243	26123.09	Experimental evidence at transcript level	--NA--
PPepDB_963	Pathogenesis-related group 5 protein	Brassica campestris	Thaumatin	Antimicrobial	243	26110.1	Experimental evidence at transcript level	--NA--
PPepDB_964	thaumatin-like protein 1	Brachypodium distachyon	Thaumatin	Antimicrobial	255	25836.6	Predicted	--NA--
PPepDB_965	pathogenesis-related protein 5-like	Cucumis sativus	Thaumatin	Antimicrobial	255	26492.49	Predicted	--NA--
PPepDB_966	thaumatin-like protein 1-like	Glycine max	Thaumatin	Antimicrobial	255	26252.35	Predicted	--NA--
PPepDB_967	protein P21-like	Brachypodium distachyon	Thaumatin	Antimicrobial	229	23396.49	Predicted	--NA--
PPepDB_968	Pathogenesis-related 5	Triticum monococcum	Thaumatin	Antimicrobial	176	18435.44	Experimental evidence at transcript level	--NA--
PPepDB_969	Thaumatin-like protein	Triticum urartu	Thaumatin	Antimicrobial	255	26995.21	Predicted	--NA--
PPepDB_970	Thaumatin-like protein	Triticum aestivum	Thaumatin	Antimicrobial	176	18391.43	Experimental evidence at transcript level	--NA--
PPepDB_971	Thaumatin-like protein TLP7	Hordeum vulgare	Thaumatin	Antimicrobial	227	23643.79	Experimental evidence at transcript level	--NA--
PPepDB_972	Thaumatin-like protein	Brassica campestris	Thaumatin	Antimicrobial	245	26186.1	Experimental evidence at transcript level	--NA--
PPepDB_973	Osmotin-like protein	Phaseolus vulgaris	Thaumatin	Antimicrobial	254	27092.86	Experimental evidence at transcript level	--NA--
PPepDB_974	thaumatin-like protein 1-like isoform X1	Oryza brachyantha	Thaumatin	Antimicrobial	255	26190.05	Predicted	--NA--
PPepDB_975	osmotin-like protein	Brachypodium distachyon	Thaumatin	Antimicrobial	254	26637.15	Predicted	--NA--
PPepDB_976	Thaumatin-like protein TLP6	Hordeum vulgare	Thaumatin	Antimicrobial	226	23725.95	Experimental evidence at transcript level	--NA--
PPepDB_977	Osmotin-like protein	Solanum lycopersicum	Thaumatin	Antimicrobial	252	27265.05	Experimental evidence at protein level	--NA--
PPepDB_978	Putative thaumatin	Arabidopsis thaliana	Thaumatin	Antimicrobial	244	25985.83	Experimental evidence at transcript level	--NA--
PPepDB_979	osmotin-like protein	Vitis vinifera	Thaumatin	Antimicrobial	254	27396.14	Predicted	--NA--
PPepDB_980	Permatin	Avena sativa	Thaumatin	Antimicrobial	228	23676.11	Experimental evidence at transcript level	--NA--
PPepDB_981	osmotin-like protein-like	Solanum tuberosum	Thaumatin	Antimicrobial	251	27175.94	Predicted	--NA--
PPepDB_982	thaumatin-like protein 1-like	Glycine max	Thaumatin	Antimicrobial	255	26313.45	Predicted	--NA--
PPepDB_983	Pathogenesis-related thaumatin family protein	Medicago truncatula	Thaumatin	Antimicrobial	255	26534.57	Predicted	--NA--
PPepDB_984	thaumatin-like protein 1-like	Cicer arietinum	Thaumatin	Antimicrobial	255	26418.4	Predicted	--NA--
PPepDB_985	Pathogenesis-related thaumatin-like protein	Ziziphus jujuba	Thaumatin	Antimicrobial	251	27188.02	Experimental evidence at transcript level	--NA--
PPepDB_986	Thaumatin-like protein	Triticum aestivum	Thaumatin	Antifungal	225	23597.77	Experimental evidence at transcript level	12010473
PPepDB_987	osmotin-like protein-like	Citrus sinensis	Thaumatin	Antimicrobial	248	26729.48	Predicted	--NA--
PPepDB_988	Thaumatin-like protein	Citrus jambhiri	Thaumatin	Antimicrobial	248	26713.42	Experimental evidence at transcript level	--NA--
PPepDB_989	Zeamatin, putative	Ricinus communis	Thaumatin	Antimicrobial	242	25150.36	Predicted	--NA--
PPepDB_990	Protein P21	Zea mays	Thaumatin	Antimicrobial	230	23810.66	Experimental evidence at transcript level	--NA--
PPepDB_991	Putative thaumatin-like protein	Oryza sativa subsp. Japonica	Thaumatin	Antimicrobial	251	25028.29	Predicted	--NA--
PPepDB_992	Osmotin-like family protein	Populus trichocarpa	Thaumatin	Antimicrobial	249	27077.93	Experimental evidence at transcript level	--NA--
